,clause_text,clause_type
28,"Automatic Renewal. Unless Subtenant or Sublandlord timely delivers a Notice of Termination to Sublandlord pursuant to Section 3.3, this Sublease shall automatically renew for successive thirty (30) day periods (each, a “Renewal Term”; and the Initial Term, as extended for any Renewal Term, referred to collectively as the “Sublease Term”) and each such Renewal Term shall commence on the first day of the month immediately following the expiration of the Initial Term or the preceding Renewal Term, as the case may be, and expire on the last day of the same month. Upon the commencement of each Renewal Term, the words “Expiration Date” as used herein shall automatically be deemed to refer to the last day of such calendar month. For the avoidance of doubt, the Sublease Term shall not automatically extend beyond the day immediately preceding the “Lease Expiration Date” (as that term is defined in the Master Lease) (“Outside Date”) and shall be deemed to expire on the Outside Date, in the absence of a subsequent agreement between Sublandlord and Subtenant (subject to Master Landlord’s consent).",automatic_renewal_clause
29,"Automatic Renewal. Unless one party notifies the other party in writing at least six months prior to the end of the Term that the party does not intend to renew or extend this Agreement, the term of this Agreement shall automatically extend until the earlier of: (a) termination of this Agreement by either party upon at least six (6) months’ written notice to the other; or (b) replacement of this agreement by an extension, renewal or other written agreement of the parties. Notwithstanding the foregoing, this Agreement may be terminated by either party in the event of (i) any material breach by the other party hereto which continues after thirty (30) days written notice of said breach (which notice shall, in reasonable detail, specify the nature of the breach) by the non-defaulting party to the defaulting party as set forth in Section 10.3 below or (ii) a new technology or a change in manufacturing renders the LCD Assembly products incompatible with BUYER’s intended use thereof as set forth Section 5.2.",automatic_renewal_clause
30,"Automatic Renewal. This Agreement shall be renewed automatically for succeeding terms of one (1) year each, unless either party gives notice to the other at least ninety (90) days prior to the expiration of any term of his or its intention not to renew. These dates shall be calendared.",automatic_renewal_clause
31,"Automatic Renewal. This Agreement will automatically renew beyond the Initial Term set forth in Section 3.1 for separate renewal periods of three (3) years each (each, a “Renewal Term”), unless (a) Sprint gives written notice to the Alliances of non-renewal on or before the date which is one hundred eighty (180) days prior to the end of the Initial Term or the applicable Renewal Term, as the case may be; or (b) the Alliances give written notice to Sprint of non-renewal on or before the date which is one hundred eighty (180) days prior to the end of the Initial Term or the applicable Renewal Term, as the case may be (such notice under either (a) or (b), a “Nonrenewal Notice”). The parties agree that a Nonrenewal Notice may not be given under either (a) or (b) above before eighteen (18) months prior to the end of the Initial Term or applicable Renewal Term, as the case may be. Rates to be charged during a Renewal Term will be at the base rates identical to those in effect as of the last year of the Initial Term unless otherwise agreed to by the parties.",automatic_renewal_clause
32,"Automatic Renewal. Provided that Customer is not in violation of any of the terms and conditions herein, this Agreement shall automatically renew for the term of one year, and shall continue to renew for a term of one year in perpetuity unless either Customer or Company notifies the other party in writing of its intention to not renew this Agreement, which notification must be delivered no later than thirty (30) days prior to the expiration of the then current term of the Agreement.",automatic_renewal_clause
33,"Automatic Renewal. Subject to the provisions of Section 6, this Agreement will be automatically renewed for successive periods of one year (each a ""Renewal Period"") after the expiration of the Term, unless either party gives notice to the other, at least 180 days prior to the expiration of any Renewal Period, that the party desires to terminate this Agreement.",automatic_renewal_clause
34,"Automatic Renewal. The parties agree that at the expiry of the Initial Term or any subsequent renewed term, this Agreement shall be renewed for a further term of 12 months on the same terms and conditions as contained in this Agreement, unless written notice is given by one party to the other parties of its intention not to renew the Agreement at least 60 Working Days before the expiry of the Initial Term or any subsequent renewed term.",automatic_renewal_clause
35,"Automatic Renewal. This Agreement shall automatically renew for consecutive and repetitive terms of sixty (60) days each (each a ""Renewal Term""), unless either party shall notify the other in writing at least thirty (30) days prior to the end of the then expiring Term or Renewal Term of its intention not to renew the Agreement.",automatic_renewal_clause
36,"Automatic Renewal. This Agreement shall automatically renew for successive renewal terms of twelve (12) months (“Renewal Term(s)”) unless terminated as permitted hereunder. The SaaS Fees may be increased each year by up to the greater of either (i) the increase in the Consumer Price Index (All Items, Montreal) over the previous year (“CPI”) plus two percent (2%). The foregoing cap on increases shall not apply to increases in respect of Third Party costs including, but not limited to, costs associated with Third Party licenses, maintenance and POS hardware maintenance. Either party may terminate this Agreement at the expiration of the then current Renewal Term by providing written notice to the other party of not less than one hundred and eighty (180) days prior to the end of the then current Renewal Term. For avoidance of doubt, termination shall be effective at the expiration of the then current Renewal Term.",automatic_renewal_clause
37,"Automatic Renewal. This Agreement shall be automatically extended, at CIM's option, for one (1) additional two-year period (referred to herein, together with the additional terms described in the following sentence, as a ""Renewal Term"") upon the completion of the Initial Term. If CIM opts to commence a first Renewal Term, this Agreement thereafter shall be automatically extended upon the completion of such first Renewal Term for additional two-year periods unless either party notifies the other in writing of its election to have the Agreement expire at least sixty (60) days in advance of the end of the then- current term. This Agreement is further subject to the two parties concluding, on mutually acceptable terms, an agreement for CIM to take make an equity investment in LWP's Series D Preferred Stock financing round. If such agreement is not reached, this Agreement shall be terminable by CIM or LWP at any time.",automatic_renewal_clause
38,"Automatic Renewal. This Lease is for the number of months set forth on the Schedule of Variable Lease Terms on the face hereof. Unless one party gives the other at least thirty (30) days notice prior to the end of such term (or any renewal thereof), then this Lease shall be renewed for another like period of time which shall again be subject to this same automatic renewal unless one party gives to the other thirty (30) days notice.",automatic_renewal_clause
39,Automatic Renewal. This agreement shall automatically be renewed for a period of three years provided that either party has not otherwise elected to terminate this agreement as provided for herein. Company Date Employee Date Witness Date,automatic_renewal_clause
40,Automatic Renewal. This agreement shall be automatically renewed upon like terms for successive calendar year periods.,automatic_renewal_clause
41,"Automatic Renewal. Unless your time deposit account is closed on the initial or any subsequent maturity date or within the grace period, the account will automatically be extended for a time period equal to the initial term beginning at the initial maturity date or at each subsequent maturity date. The interest rate for each renewal term will be the currently offered rate in effect on the maturity date for the term just ended.",automatic_renewal_clause
42,"Automatic Renewal. At December 31, 2003 and December 31 of each succeeding calendar year to and including December 31, 201 5, the term of employment of Executive under this Agreement shall be automatically extended to December 31 of the third calendar year thereafter. However, each of the parties shall have the right, exercisable by written notice to the other, to terminate the automatic renewal and thereby fix the expiration of the term of employment under this Section 1. In order to exercise its right to terminate the automatic renewal, the electing party shall deliver such notice no earlier than October 1 nor later than November 30 in any calendar year, commencing in 2003. Notice of termination of automatic renewal having been given as aforesaid, the term of employment of Executive under this Section 1 shall continue until December 31 of the third calendar year after the year in which such notice is so given, but not thereafter. The term shall not continue after December 31, 2018 whether or not such notice shall have been given.",automatic_renewal_clause
43,"Automatic Renewal. Commencing on August 31, 1999, and continuing each and every day thereafter, the then remaining three year term of this Agreement shall be automatically extended for an additional day so that on each and every day after the first two years of the term of this Agreement there shall always be a remaining term of three (3) years unless and until the Company gives written notice to the Executive that the term of this Agreement shall not be further so extended, in which case the term of this Agreement shall not be further automatically extended after the date of receipt of such notice by the Executive.",automatic_renewal_clause
44,"Automatic Renewal. Subject to the termination provisions hereof, on each anniversary of the Start Date, this Agreement shall automatically renew for an additional one (1) year term, unless either party has provided to the other party hereto, at least 30 days prior to the anniversary of the Start Date, written notice of an intention not to renew this Agreement.",automatic_renewal_clause
45,"Automatic Renewal. The Initial Term shall be extended automatically for additional one year periods commencing on the fifth anniversary date of the Effective Date and each one-year anniversary thereafter, unless, no later than six months prior to such date, either party gives notice to the other party that he or it does not intend to renew this Agreement.",automatic_renewal_clause
46,"Automatic Renewal. The Licensee will have the right to extend the ----------------- Term automatically, and without further act, for an additional successive 10 year period (the ""Second Term"") subject to the Licensee not being in default at the termination of the Initial Term. The Licensee will provide the Licensors with written notice at least 90 days' prior to the end of the Initial Term of its intent not to renew the Agreement (the ""Non-Renewal Notice""). Should the Licensee fail to provide a Non-Renewal Notice, this Agreement will automatically renew for an additional 10 year period.",automatic_renewal_clause
47,"Automatic Renewal. This Agreement renews automatically for a 1 year period at the expiration of the Initial Term, unless canceled in accordance with the terms hereof (""SUBSEQUENT TERM""). Each Subsequent Term renews automatically for a 1 year period upon its expiration, unless canceled in accordance with the terms hereof.",automatic_renewal_clause
48,"Automatic Renewal. This Agreement shall be effective for the initial period June 1, 2006 through February 28, 2007 and renew automatically thereafter, on the same terms identified herein, for a period of one year beginning on March 1, 2007, unless prior to such date, CMA provide notice to the Board of Trustees of the Trust of any proposals to increase, decrease or eliminate fee waivers and/or limits on total operating expense ratios for one or more series for a subsequent year. Any renewal of this Agreement does not preclude CMA from requesting that the Trust's Board of Trustees approve changes to the fee waivers and/or total operating expense ratio limits prior to a subsequent renewal.",automatic_renewal_clause
49,"Automatic Renewal. This Agreement will automatically renew at the end of the Initial Term or a subsequent renewal term on a year to year basis (each, a ""Renewal Term""), unless either Party notifies the other at least 30 days prior to the end of the Initial Term or then current Renewal Term, as applicable, of its intention not to renew this Agreement (a ""Termination Notice"").",automatic_renewal_clause
50,"Automatic Renewal. Upon expiration of the Initial Service Term for a specific Service Order Agreement, unless either you or Grande delivers written notice of termination to the other party no less than thirty (30) days prior to the expiration of the Initial Service Term, the Service Order Agreement at issue will automatically renew for successive periods of one (1) year each (each, a “Renewal Term”). During any Renewal Term, either party may terminate the Service Order Agreement at the end of the then-current Renewal Term by delivering written notice of termination to the other party no less than thirty (30) days prior to the expiration of the then- current Renewal Term. Pricing is subject to change at the start of each Renewal Term, with the new rate not to exceed Grande’s then-current standard retail rates for the Service(s).",automatic_renewal_clause
51,"Automatic Renewal. (a) The Term of this Lease will be automatically renewed and extended (the “Automatic Renewal”) for an additional period of three (3) years commencing on May 1, 2011 (the “Automatic Renewal Term”) provided: (i) Tenant is not in Default under the Lease; and (ii) Tenant did not exercise its Termination Option. In the event that an uncured Event of Default exists on the Termination Option Deadline, then Landlord may, at its option, deem this Automatic Renewal provision to be null and void. In the event that Tenant delivers a Termination Notice by the Termination Option Deadline this Automatic Renewal provision is null and void. For the sake of clarity, unless the Tenant exercises the Termination Option this Lease terminates on April 30, 2014.(b) Landlord and Tenant agree that the Base Rent for the Premises during the Automatic Renewal Term will be:",automatic_renewal_clause
52,Automatic Renewal. A Letter of Credit will be automatically renewed for a one-year period upon its Stated Expiry Date in accordance with its terms unless at least 60 days prior to such Stated Expiry Date (after giving effect to all prior renewals) Lender issues a Notice of Non-Renewal. Lender agrees that it shall not issue a Notice of Non-Renewal with respect to a Letter of Credit so long as:,automatic_renewal_clause
53,"Automatic Renewal. Absent amendment or termination according to the terms set forth in this Lease, this lease shall AUTOMATICALLY RENEW for an additional one (1) year period ending on November 16, 2015 according to the terms set forth in this Lease or in one or more superseding amendments (if any).",automatic_renewal_clause
54,"Automatic Renewal. Absent notice of termination (described below), commencing on January 1, 2004, and continuing on each subsequent anniversary, the term of the",automatic_renewal_clause
55,"Automatic Renewal. After the Initial Term, the term of this Agreement will ----------------- be automatically extended and continue for continuous successive terms of one (1) year (individually referred to as ""Successive Term""), until either Party gives the other written notice of termination.",automatic_renewal_clause
56,"Automatic Renewal. After the expiration of the Original Term, this Agreement shall automatically renew for successive one-year renewal terms (each a ""Renewal Term"") unless either party notifies the other party in writing not less than sixty (60) days prior to the end of the Original Term or any Renewal Term that it does wish to renew the Agreement.",automatic_renewal_clause
57,"Automatic Renewal. After the expiration of the initial term hereunder ----------------- (unless this Agreement has been terminated ted under Section 6.0 hereto), this Agreement shall be automatically renewed for separate but successive one-year terms. Subject to Section 6.0 hereto, each party shall have the right to terminate this Agreement at any time after the expiration of the initial term by providing six (6) months prior written notice to the other party of the exercise of such termination right.",automatic_renewal_clause
58,"Automatic Renewal. All orders automatically renew from year to year until terminated by either party upon at least 30 days electronic or written notice prior to the renewal date. Samanage will provide written or electronic notice of all renewals, and send an invoice, within 30 days of the renewal date.",automatic_renewal_clause
59,"Automatic Renewal. As a service to its subscribers, Metricom will automatically renew your Ricochet subscription service effective at the end of each subscription period. If you do not wish automatic renewal, please notify us by delivery of email or other written notice. If your service has been automatically renewed and you wish to terminate it, you may do so at any time without cause as provided in Section 15.",automatic_renewal_clause
60,"Automatic Renewal. At the conclusion of the initial term hereof, this Agreement shall renew automatically for an additional one (1) year term unless either party shall have provided to the other with written notice of non-renewal. Such written notice shall be given not less than ninety (90) days nor more than one hundred twenty days (120) days before the date five (5) years from the Effective Date.",automatic_renewal_clause
61,"Automatic Renewal. At the end of the Initial Term and subject to Article X, this Agreement shall automatically renew for additional one (1) year periods (each, a “Renewal Period”) unless written notice of non-renewal is provided to the Company by the Consultant at least ninety (90) days prior to the expiration of the then-current Initial Term or Renewal Period.",automatic_renewal_clause
62,"Automatic Renewal. At the end of the Term of this Agreement, as specified above, this Agreement will automatically continue on a year-to-year basis, at Comevo’s then current Hosting Services prices, until the Agreement is terminated by either party giving the other at least 30 days prior written notice of its intent to terminate.",automatic_renewal_clause
63,"Automatic Renewal. At the end of the term for each unit of Equipment, you may choose to: (a) return the unit of Equipment and any accompanying Software to us, or (b) request a Supplement from Omnicell and issue a purchase order, in each case extending this Master Agreement for the applicable Equipment. If you do not notify us in writing of your selection of one of the previous two options prior to the end of any term, this Master Agreement will automatically convert to a month-to-month rental and service agreement at the then-current month-to-month rental and service rates for the affected Equipment. In case of such conversion to a month-to-month rental and service agreement, all provisions of this Master Agreement will remain in full force and effect.",automatic_renewal_clause
64,"Automatic Renewal. At the end of the term, this lease will be automatically renewed on a month to month basis, unless written notice of termination is given by either party at least thirty (30) days before the end of the expiration date. Rent, Deposit, & Other Fees",automatic_renewal_clause
65,"Automatic Renewal. Beginning on the expiration of the initial term, this Agreement shall automatically renew on an annual basis on the anniversary of the Effective Date. However, either party may terminate this Agreement, by giving the other party written notice of its election to terminate at least sixty (60) days in advance of the first or any subsequent anniversary of the Effective Date.",automatic_renewal_clause
66,"Automatic Renewal. Commencing on February 20, 2019 and on each anniversary of that date thereafter, the Term shall be extended for an additional one-year period, unless the Company or the Executive gives the other party at least 30 days’ prior written notice of its intention not to renew this Agreement (the initial term, as renewed, the “Term”).",automatic_renewal_clause
67,"Automatic Renewal. Commencing on May 1, 2017 and on each anniversary of that date thereafter, the Term shall be extended for an additional [one year period].",automatic_renewal_clause
68,"Automatic Renewal. During the Initial Term of this Agreement if the royalties paid to Company are equal to or greater than $400,000 dollars, this Agreement will automatically renew for an additional one (1) year period (Renewal Period). If during the Renewal Period, royalties to Company are equal to or greater than $700,000 based on Net Sales in the Territory, then the Agreement will renew for a second year for a one year period (Second Year). Upon the completion of the Second year this Agreement will continue to renew for additional one (1) year periods (Additional Renewal Periods), providing that royalties paid to Company increase by a minimum of three percent (3%) over the previous one year period.",automatic_renewal_clause
69,"Automatic Renewal. Following the conclusion of the term set out in clause 13.1 (“the Initial Term”), this Agreement will continue in force for further successive terms of 12 months on the same terms and conditions (including as to successive terms and renewal), unless PAYMARK, the Bank or the Merchant gives at least 3 calendar months’ written notice to the other parties before the end of any 12 month term that the Agreement should not be so renewed for the next 12 months. For the avoidance of doubt, the termination provisions outlined in clauses 13.1.1 to 13.1.6 will continue to apply during any term beyond the Initial Term.",automatic_renewal_clause
70,"Automatic Renewal. Following the end of the Initial Term, the term of this Agreement shall be automatically renewed for consecutive one year terms unless and until either party has provided the other with six (6) months prior written notice of nonrenewal. AGREEMENT NO. 060100 - continued",automatic_renewal_clause
71,"Automatic Renewal. Following the expiration of the Term, this Agreement may automatically renew for up to two successive five (5) year periods (each a “Renewal Term”), unless GPPSS provides Rocket Fiber with written notice not less than one hundred eighty (180) days prior to the expiration of the then-current term of this Agreement. Unless otherwise agreed to in writing, all terms and conditions of this Agreement shall be applicable to any Renewal Term.",automatic_renewal_clause
72,"Automatic Renewal. Following the term, Tenant shall have an option to extend the term of this Lease for one (1) additional term of three (3) years each ""Extended Term"". The Extended Term shall be on and subject to all of the same terms, covenants and conditions as herein contained, except that Monthly Rent shall be an amount equal to the fair rental value of the Premises. The option for this Extended Term shall be exercised only by written notice from tenant to Landlord given no less than 90 days prior to the expiration of the immediately preceding term.",automatic_renewal_clause
73,"Automatic Renewal. If End-User has purchased a Subscription through Proofpoint (and not an Authorized Party) End-User’s subscription will be automatically renewed at the expiration of the then-current term (subject to local regulation restrictions), excluding promotional and discount pricing. The new term will be for the same duration as the expired termunless otherwise specified at the time of renewal. If End-User wishes to cancel its subscription, End-User must, prior to the expiration of the then-current subscription term, provide written notice to Proofpoint. If End-User has purchased the Subscription through a purchase order or other payment method, Proofpoint will invoice End-User for such renewal term. For the avoidance of doubt, if payment is not duly and timely received or available for any renewal term, Proofpoint reserves the right to terminate End-User’s access to the Subscription until such payment has been received. End-user must provide current, complete and accurate information for its billing account. End-User is responsible for ensuring this information is correct and must promptly update all information. If End-User has purchased a Subscription as part of a product offered by an Authorized Party, End-User’s agreement with such Authorized Party will control any renewal.",automatic_renewal_clause
74,"Automatic Renewal. If all Parties to this Agreement are in compliance with its provisions, then this Agreement shall automatically renew for an additional term of 1 year and all other successive terms of 1 year upon expiration of the renewed terms unless MEP or BASA provide a written notice of termination at 30 Business Days prior to the end of the then existing term.",automatic_renewal_clause
75,"Automatic Renewal. If neither party serves notice to reopen this Agreement in accordance with Section 2, the Agreement shall be automatically renewed for successive 1 year periods.APPENDIX 1This Appendix sets forth the ground rules under which this Agreement was negotiated. GROUND RULES Governing the negotiation of an Agreement between the DOE’s ORO and OSTI, and the OPEIU, AFL-CIO, under the provisions of the Federal Service Labor-ManagementRelations Statue, codified as Chapter 71 of Title 5 of the U.S. Code, and known herein as the act or as 5 U.S.C. 71.",automatic_renewal_clause
