,clause_text,clause_type
10,"Renewal Option. (a) Provided that no Event of Default (as defined in Section 22) has occurred and is then continuing, Tenant shall have the right and option to extend the Primary Term of this Lease for two (2) successive additional periods of five (5) years each (the ""First Renewal Term"" and the ""Second Renewal Term"", respectively, and, collectively, the ""Renewal Terms"") in accordance with this Section 3.1. If Tenant does not extend the Primary Term for the First Renewal Term, it shall have no right to extend the Term for the Second Renewal Term. The option for the First Renewal Term my be exercised by Tenant by written notice given to Landlord not less than nine (9) months prior to the end of the Primary Term. If Tenant properly exercises its right to the First Renewal Term, the option for the Second Renewal Term may be exercised by Tenant by written notice given to Landlord not less than nine (9) months prior to the end of the First Renewal Term. Subject to the terms of subsection (b) of this Section 3.1, all of the terms and provisions of this Lease shall govern and be applicable to the First Renewal Term and the Second Renewal Term (with the exceptions that (i) there will be no period of rent-free occupancy at the commencement of either of the Renewal Terms, (ii) Landlord will have no obligation to construct any improvements, provide any allowances or grant any rental abatement prior to commencement of accrual of Base Rent for either Renewal Term and (iii) there will be no renewal of the Term other than the Renewal Terms) if Tenant timely exercises its right to extend the Term in accordance with this subsection (a). (b) If Tenant timely and properly exercises its right to the First Renewal Term, Tenant shall pay to Landlord as Annual Base Rent during the First Renewal Term, in lawful money of the United States commencing at the commencement of the First Renewal Term, a per annum sum equal to the greater of (i) the product obtained by multiplying the square footage of the Demised Premises times an amount equal to the ""Prevailing Market Rate"" (as defined and calculated in the manner set forth in Exhibit B attached to this Lease and --------- incorporated herein by reference) in effect on the first day of the First Renewal Term or (ii) the Base Rent which was in effect at the end of the Primary Term. If Tenant properly exercises its right to the First Renewal Term, and thereafter timely exercises its right to the Second Renewal Term, Tenant shall pay to Landlord as Annua...",renewal_option_clause
11,"Renewal Option. Comdisco shall have the right to renew the original Lease for two (2) five (5) year periods, by providing owner with twelve (12) months prior written notice. The rental rate structure shall be 100% of the “Current Market Rental Rate” for comparable first class office buildings/warehouses in the Pertinent Market. Thereafter, for the remainder of the renewal term, there shall be a three (3) percent annual increase. For purposes of this Lease, the term “Current Market Rental Rate” shall mean a rate comprised of the prevailing base rental rate for tenants per square foot of rental area available in the Pertinent Market. Any such Rate shall take into account any market concessions such as tenant improvements, free rent, constructions allowance, rent abatement, moving allowance, etc. and comparable leases (on the bases of factors such as, but not limited to, size and location of space and commencement dated and term of lease), if any, recently executed for space in the Building and other office buildings/warehouses in the Pertinent Market which are comparable to the Building in reputation, quality, age, size, location and level and quality of services provided (the foregoing factors not being exclusive in identifying comparable buildings) and which are not for any reason (such as, without limitation, economic distress) market anomalies. For the purposes hereof, “Pertinent Market” shall mean within ten (10) miles of the location of the Premises. If Landlord and Tenant do not agree on the Current Market Rental Rate fifteen (15) months before the termination of the then existing term, each party shall appoint an arbitrator who shall be a licensed real estate broker of the State of New Jersey, who shall be active in commercial rentals in the Pertinent Market or an appraiser qualified as an M.A.I. having an office in New Jersey. Such appointment shall be made by each party within thirty (30) days after notice of the necessity of arbitration, and each party shall advise the other of their choice. On the failure of either party to appoint an arbitrator within ten (10) days after notification of the appointment by the other party, the person appointed arbitrator may appoint an arbitrator to represent the party in default, which arbitrator shall not have served previously in a similar capacity for, or been otherwise employed by, the non-defaulting party. The two arbitrators appointed in either manner shall then proceed to make the determination of the Current Market Rent...",renewal_option_clause
12,"Renewal Option. At the end of the Term or of a Renewal Term (the ""Option Date""), provided there shall be no breach or default by Lessee or event which with the giving of notice or passage of time, or both, might mature into an event of default, Lessee may renew the lease for such additional period of time (the ""Renewal Term"") as may be agreed upon by Lessor and Lessee, by giving Lessor written notice of election to renew at least sixty (60) days before the Option Date. If Lessor and Lessee do not otherwise agree on the length of the Renewal Term, it shall be for a period of twelve (12) calendar months. The rental for the Renewal Term shall be the Equipment's fair market rental value as of the first day of the Renewal Term. If by the Option Date the parties do not agree as to the rental, the fair market rental value shall be determined by an independent appraiser selected by mutual agreement. Lessee shall pay rental installments based on Lessor's estimate of fair market rental value until the issue is resolved, at which time appropriate additional payments or credits shall be made or given. Lessee shall pay the fees and expenses of the appraiser. All provisions of the Lease shall continue in full force and effect during a Renewal Term except for the amount of the rental.",renewal_option_clause
13,"Renewal Option. Landlord hereby grants to the originally named tenant herein (“Original Tenant”) one (1) option to extend the Lease Term for a period of eighteen (18) months, from June 15, 2007, to December 14, 2008 (“Option Term”). The Option Term shall be exercisable only by written notice delivered by the Original Tenant to Landlord as provided in Section 5.1, below, provided that, as of the date of delivery of such notice, this Lease is in full force and effect, and there is no default by the Original Tenant under this Lease. The rights contained in this Section 5 shall be personal to the Original Tenant and may be exercised only by the Original Tenant (and not by any other assignee, sublessee or other Transferee, as that term is defined in Section 14.1, of the Original Tenant’s interest in this Lease). Upon the proper exercise of such option to extend, and provided that, at Landlord’s election, as of the end of the Lease Term there is no default by the Original Tenant under this Lease and the other conditions to exercise of such option to extend listed in this Section 5 are still true, the Lease Term, as it applies to the Premises, shall be extended for the Option Term. 5.1 Exercise of Option. If Tenant wishes to exercise the Option Term contained in this Section 5, then the Original Tenant shall deliver written notice to Landlord not more than three hundred sixty-five (365) days nor less than one hundred eighty (180) days prior to the expiration of the current Lease Term stating that the Original Tenant is exercising the Option Term for the entire Premises. 5.2 Base Rent During Option Term. The Base Rent payable during the Option Term shall be adjusted to equal the fair rental renewal value (as herein defined) for the Premises as of the date of the commencement of the Option Term pursuant to the procedures set forth herein.",renewal_option_clause
14,"Renewal Option. Provided Tenant is not and has not been in default under this Lease beyond any applicable notice and cure period, and subject to the terms and conditions of this Section 2.13, Tenant shall have one (1) option to renew (the “Option to Renew”) the Lease Term with respect to the entire Premises, for a period of sixty (60) months following the scheduled expiration date of the initial Lease Term (such sixty (60) month period, the “Option Term”). If the Option to Renew is exercised during any applicable cure period following an event, which with the passage of time or the giving of notice, or both, would constitute an Event of Default, then such exercise shall be void and of no further force or effect. Except as set forth in this Section 2.13 or otherwise stated as being applicable only to the initial Lease Term (or any prior portion of the Lease Term), all terms and conditions of this Lease shall remain the same during the Option Term. Monthly Base Rent during the Option Term shall be the then Fair Market Rental Rate. “Fair Market Rental Rate” shall mean the net effective market rental (plus any escalations thereof) then being offered and accepted by tenants for space comparable to the Premises in size, quality, utility and location in the Project and in the Westlake Village market area, taking into account the credit worthiness of the tenant, the length of the term, the base year, allowances and concessions and the quality of the existing tenant improvements. The “net effective market rental” shall equal the arithmetic average of the rental rate over the term of such comparable lease, provided that the value of the then existing improvements in the Premises shall be taken into account in determining what improvements are granted by landlords under similar circumstances, and the value of the free parking under this Lease shall also be taken into account in determining the Fair Market Rental Rate.",renewal_option_clause
15,"Renewal Option. Tenant may extend the original term of this Lease for two (2) consecutive additional terms of ten (10) Lease Years each by giving to Landlord notice of each such election at least one hundred eighty (180) days prior to the expiration of the original term or then renewal term hereof, as applicable; provided, however, that Tenant shall not have such right to extend if it shall then be in default under the terms of this Lease (at the time of election) or if this Lease shall have earlier expired or terminated, and that there shall only be two (2) such renewal terms. The Minimum Annual Rent payable during each renewal term shall be a sum equal to the fair rental value (the ""Fair Rental Value"") of the Leased Premises on the date which - 6 - is one hundred eighty (180) days prior to the commencement date of said renewal term (such Fair Rental Value being determined by agreement between Landlord and Tenant), but in no event shall such Minimum Annual Rent be less than the Minimum Annual Rent payable by Tenant for the last Lease Year of the prior term or more than one hundred twenty-five percent (125%) of the Minimum Annual Rent payable by Tenant for the last Lease Year of the prior term. If, at least five (5) months prior to the expiration of the then current term of this Lease, Landlord and Tenant are unable to agree upon said Fair Rental Value for the next renewal term, either party may serve a written notice on the other party nominating and appointing an appraiser who shall have at least five years experience in real estate in the Rockville, Maryland area and in the case of the third appraiser shall not have acted in any manner for either Landlord or Tenant within four years of the appointment, and within fifteen (15) days thereafter the other party shall appoint an appraiser. Upon the appointment of the two appraisers as hereinabove provided, said appraisers shall forthwith, and within fifteen (15) days after the appointment of the second appraiser, and before exchanging views to the question at issue, appoint in writing a third appraiser and give written notice of such appointment to each of the parties. In the event the two appraisers shall fail to appoint or agree upon third appraiser within said fifteen (15) day period, a third appraiser shall be selected by the parties themselves if they so agree upon such third appraiser within a further period of ten (10) days. If any appraiser shall not be appointed or agreed upon within the time herein provided, then ...",renewal_option_clause
16,"Renewal Option. Provided Tenant has not been in material default hereunder beyond applicable cure periods, this Lease may be renewed by Tenant for up to two (2) successive, five (5) year terms (the ""Renewal Term(s)""), if Tenant shall give written notice of renewal to Landlord at least twelve (12) months prior to the end of the then-current term. Each Renewal Term shall be subject to the same terms and conditions as the initial Term, except that Tenant shall pay to Landlord the Base Rent provided for in Exhibit ""B"" of this Lease.",renewal_option_clause
17,"Renewal Option. (a)If, and only if, on the applicable expiration date and the date Tenant notifies Landlord of its intention to renew the term of this Lease (as provided below), (i) Tenant is not in default after notice and opportunity to cure, and (ii) this Lease is in full force and effect, then Tenant, shall have and may exercise an option to renew this Lease (""Renewal Option"") for a minimum of four (4) contiguous floors, up to and including, the entire Premises, beginning at lowest or highest floor levels in the Premises for up to twenty (20) years, in five (5) or ten (10) year increments, at Tenant's election (each a ""Renewal Term""), upon substantially the same terms and conditions contained in this Lease with the exception that the rental rate in effect for any Renewal Term shall be the ""Market Rate"" (as defined in subparagraph (d) below).(b)If Tenant desires to exercise its Renewal Option, Tenant must notify Landlord in writing of its intention to renew on or before the date which is at least twelve (12) months but no more than fifteen (15) months prior to the then applicable expiration date which notice shall include the period for which Tenant desires to exercise such right. Landlord shall, within the next fifteen (15) business days, notify Tenant in writing of Landlord's determination of the Market Rate for the requested period and Tenant shall, within ten (10) business days following receipt of Landlord's determination of the Market Rate, notify Landlord in writing whether (i) Tenant accepts or rejects Landlord's determination of the Market Rate or (ii) Tenant desires to negotiate such Market Rate as set forth below. If Tenant timely notifies Landlord of Tenant's acceptance of Landlord's determination of the Market Rate, this Lease shall be extended as provided herein and Landlord and Tenant shall, within ten (10) business days of such acceptance enter into an amendment to this Lease to reflect the extension of the term and changes in Rent in accordance with this paragraph 12. If Tenant elects to negotiate such Market Rate in accordance with subparagraph (c) below, Tenant shall be obligated to extend the Term for the period set forth in such notice.(c)If Tenant elects to negotiate such Market Rate Landlord and Tenant will use good faith efforts to agree on such Market Rate within 45 days after Tenant's notice to negotiate. If Landlord and Tenant are unable to reach agreement on such Market Rate after good faith efforts to do so within such 45 day period, Landlo...",renewal_option_clause
18,"Renewal Option. Lessee may elect to renew the Lease with respect to any or all Units of Equipment then subject to this Lease (other than items of Software that may not be re-leased by Lessor under the terms of any applicable License Agreement) for an amount equal to the Fair Rental Value of such Units of Equipment as of the end of the Then Applicable Term. In the event of such an election, Lessee shall enter into a mutually agreeable renewal agreement with Lessor (“Renewal Agreement”) on or before the last day of the Then Applicable Term confirming the Units of Equipment as to which the Lease is to be renewed, the period for which the Lease is to be renewed (the “Renewal Term”), and the amount of Rent and the times at which such Rent is to be payable during the Renewal Term. In the event Lessor and Lessee are unable to agree on the Fair Rental Value of any Units of Equipment, Lessor shall, at Lessee's expense, select an independent appraiser to conclusively determine such amount.",renewal_option_clause
19,Renewal Option. Purchaser is hereby granted the right to renew the term of this Coke Purchase Agreement at a contract price that is mutually acceptable to both Purchaser and Seller. The contract price during any such renewal term will:,renewal_option_clause
20,"Renewal Option. This Lease shall be renewable for two consecutive periods of five (5) years each (""Renewal Term"") under the terms and conditions of this Lease, which Renewal Terms shall be automatic provided that:",renewal_option_clause
21,"Renewal Option. Provided this Lease is then in full force and effect and if there is no Default by Tenant under this Lease, Tenant shall have the right to renew the Term, for an (1) additional period of five (5) years upon the same terms, conditions and provisions applicable to the preceding Term of this Lease (unless otherwise expressly provided herein), except that the Monthly Base Rent for the additional term of five (5) year shall be the product of (i) the number of rentable square feet then contained in the Premises multiplied by (ii) an amount equal to the then prevailing market base rental rate per rentable square foot per annum, as reasonably determined by Landlord, charged for comparable office space in comparable buildings located north of Woodall Rogers Freeway, south of Fitzhugh, west of McKinney Avenue and east of Oak Lawn Avenue. Tenant shall exercise its right of renewal by delivering to Landlord written notice (""Tenant's Notice"") of Tenant's desire to renew the term of this Lease as aforesaid at least nine (9) months (but not more than twelve (12) -3- 4 Landlord shall deliver to Tenant a written notice (""Landlord's Notice"") specifying the Monthly Base Rent rate per square foot per annum for the additional term of five (5) years. Tenant shall have until thirty (30) days following delivery of Landlord's Notice in which to notify Landlord of Tenant's continued exercise of its rights to renew the Term. Failure to notify Landlord within such period or to timely deliver Tenant's Notice shall automatically extinguish Tenant's rights to renew. ARTICLE 4. RENT",renewal_option_clause
22,"Renewal Option. If Sublessee shall not be in default of any of the terms, covenants and conditions of this Sublease at the time of giving the notice set forth within this Paragraph, as well as at the end of the Initial Term of this Sublease, the Sublessee is hereby granted the option to renew this Sublease for one (1) five (5) year period (the ""Renewal Term"") by giving notice, in writing, to Sublessor at least ninety (90) days prior to the expiration of the Initial Term. The rental for the Renewal Term shall be as outlined on Exhibit A with the Lessee paying its pro rata share of taxes (but with no limitation as to amount), insurance and security and common area maintenance (triple net costs) calculated and paid in the same manner as described herein.",renewal_option_clause
23,"Renewal Option. If this Lease then remains in full force and effect, Tenant shall have the option to renew this Lease for two five year options commencing on the expiration date. Each option must be exercised by written notice to Landlord one hundred and eighty (180) days before the expiration of the previous term and once exercised is irrevocable. Base rent during each renewal term shall be determined pursuant to Section 3.1 below.",renewal_option_clause
24,"Renewal Option. Provided Tenant is not in default and as long as Tenant is still in occupancy of the Premises, Tenant shall have one (1) option to renew this Lease of the entire Premises for an additional five (5) year term provided Tenant gives one hundred eighty (180) days’ prior written notice to Landlord of Tenant’s intent to renew. The rental rate for the renewal term shall be at the then current Building market rate. As used herein, “Building market rate” shall have the meaning provided in the Special Stipulation 3 of Exhibit “E” to the Lease, and to the extent that there shall be any disagreement between Landlord and Tenant of the Building market rate, such disagreement shall be resolved in the manner described in Special Stipulation 3 of Exhibit “E” to the Lease. All other rights or options to renew set forth in the Lease, if any, are hereby deleted in their entirety and shall be of no further force or effect.",renewal_option_clause
25,"Renewal Option. Provided and upon the condition that the Lessee shall not then be in default under the terms of this Lease Agreement, this Lease Agreement may be renewed for one (1) additional five (5) year period by the Lessee giving Lessor not less than one hundred eighty (180) days advance notice of its intention to renew.",renewal_option_clause
26,"Renewal Option. Tenant has the option to renew (“Renewal Option”) this Lease for one renewal term (“Renewal Term”). If the Renewal Option is exercised, the Renewal Term shall commence on the day after the last day of the Initial Term and shall expire at 12:00 Midnight Eastern Time on December 31, 2043. Tenant can exercise the Renewal Option only upon satisfaction of the following conditions:",renewal_option_clause
27,"Renewal Option. Tenant shall have the right to renew the term of this Lease for one (1) period of four (4) years. The rental rate during such renewal period shall be as set forth below in this Section 19. Tenant shall provide Landlord with at least one-hundred twenty (120) days’ advance written notice of its intention to exercise said renewal option prior to the effective date of such period. Renewal Period Rent Schedule: (Sections 20-23 intentionally omitted) 24. Conditions Precedent. Tenant shall have sixty (60) days from the date of full execution of this Lease to complete certain due diligence desired by Tenant for the Property, including, but not limited to the following:",renewal_option_clause
28,"Renewal Option. The renewal option set forth in Section 3.8 of the Lease shall remain in effect. All references in Section 3.8 of the Lease to the “initial Term” shall mean the Term, as extended by this First Amendment.",renewal_option_clause
29,"Renewal Option. Providing Lessee has not defaulted in the performance of any condition of this Lease Agreement, Lessee shall have the option to extend the term of this Lease Agreement for three (3) additional periods of five (5) years from the expiration date of the Base Term (the ""Renewal Term""), provided however that written notice is given Lessor of such intention to extend the Lease Agreement one hundred eighty (180) days prior to the expiration date, and further provided that all conditions of said Lease Agreement except the rental rate which shall be adjusted as provided herein shall continue in full force and effect for the period of such extension, and there shall be no privilege to extend the terms of this Lease Agreement for any period of time beyond the expiration of the agreed upon extended terms.",renewal_option_clause
30,"Renewal Option. Renew the Term of the Lease for an additional term of twelve (12) months (the ""First Renewal Term"") at the applicable Renewal Term Rent amount, to be paid in arrears on the same day of each month on which the Basic Term Rent was paid; OR",renewal_option_clause
31,"Renewal Option. Subject to the terms and conditions set forth below, Landlord hereby grants to Tenant two (2) successive options to extend the Term of this Lease (each, a ""Renewal Option"") for additional periods of five (5) years each (each, a ""Renewal Term""). The second Renewal Option may be exercised only if the first Renewal Option has been duly exercised. Each Renewal Term shall be upon the same terms, covenants and conditions of this Lease, including provisions regarding payment of Additional Rent, which shall remain payable on the terms herein set forth, except that (a) the Base Rent payable by Tenant during the Renewal Terms shall be as determined in accordance with Sections 31.3 and 31.4 below, (b) Tenant shall continue to possess and occupy the Premises in their existing condition, ""as is"" as of the commencement of each Renewal Term, and Landlord shall have no obligation to repair, remodel, improve or alter the Premises, to perform any other construction or other work of improvement upon the Premises, or to provide Tenant with any construction or refurbishing allowance whatsoever, and (c) Tenant shall have no further rights to extend the Term of this Lease after the expiration of the second Renewal Term.",renewal_option_clause
32,Renewal Option. Tenant is hereby granted one (1) option to renew this Lease upon the following terms and conditions:,renewal_option_clause
33,Renewal Option. Tenant shall have the right to renew and extend the Term of this Lease with respect to the entire Premises then subject to this Lease for the Renewal Term (herein so called) upon and subject to the following terms and conditions:,renewal_option_clause
34,"Renewal Option. At Lessee's option, this Agreement may be extended for an additional term of ten (10) years. During such additional term, the annual Advance Rental shall be $20,000, payable in advance as provided in Section 6. Provided this Agreement is not earlier terminated, Lessee shall give written notice to Lessor its intent to exercise this option not less than ninety (90) days prior to the end of the initial lease term for the Leased Premises under this Agreement.",renewal_option_clause
35,"Renewal Option. If Tenant has promptly and completely fulfilled all of its obligations under this Lease, is not then in default under this Lease, has not been in default under this Lease more than two (2) times during the term of this Lease, and is in possession of the premises, it shall be granted the option to renew this Lease for two (2), five-year renewal option terms immediately following the initial Lease term, under the same terms and conditions as during the initial Lease term, except that the rent shall be as follows: Rent shall be the amount of rent for the preceding year plus three percent (3%) Tenant shall give written notice to Landlord of its intention to renew not later than 180 days prior to the end of the then-current lease term; otherwise, this option to renew and all future options to renew, if any, shall be terminated.",renewal_option_clause
